s.no,status,txn_description,balance,extraction date,extraction time,gender,age,amount,movement,customer_long,customer_lat
4616,authorized,POS,3772.87,06-09-2018,07:31:11,M,20,16.62,debit,151.2,-33.87
4617,posted,PAYMENT,3648.93,06-09-2018,08:00:00,F,43,43,debit,144.9,-37.76
4618,authorized,SALES-POS,2064.03,06-09-2018,08:02:26,F,26,23.84,debit,153.4,-27.95
4619,authorized,POS,15242.22,06-09-2018,08:11:07,M,24,14.34,debit,152.9,-27.49
4620,authorized,SALES-POS,2877.39,06-09-2018,08:19:49,M,24,16.33,debit,145,-37.83
4621,authorized,POS,60284.35,06-09-2018,08:28:31,M,33,16.02,debit,145.1,-37.7
4622,authorized,SALES-POS,4805.18,06-09-2018,08:37:13,M,26,23.68,debit,115.7,-31.9
4623,authorized,SALES-POS,2841.3,06-09-2018,08:45:54,F,24,15.77,debit,145.4,-37.74
4624,authorized,SALES-POS,3727.73,06-09-2018,08:54:36,F,25,20.85,debit,115.7,-31.72
4625,posted,PAYMENT,20517.06,06-09-2018,09:00:00,F,34,27,debit,138.5,-35.01
4626,posted,INTER BANK,3273.34,06-09-2018,09:00:00,F,21,39,debit,130.8,-12.45
4627,authorized,POS,196678.12,06-09-2018,09:01:37,F,40,21.15,debit,143.8,-37.66
4628,authorized,POS,120.84,06-09-2018,09:05:52,M,38,45.07,debit,151.2,-33.94
4629,authorized,SALES-POS,3722.68,06-09-2018,09:10:07,F,25,5.05,debit,115.7,-31.72
4630,authorized,SALES-POS,8582.09,06-09-2018,09:14:22,M,35,17.69,debit,151.6,-32.98
4631,authorized,POS,3312.34,06-09-2018,09:18:38,F,21,13.56,debit,130.8,-12.45
4632,authorized,POS,2801.23,06-09-2018,09:22:53,M,37,9.93,debit,153.3,-27.93
4633,authorized,POS,60246.95,06-09-2018,09:27:08,M,33,37.4,debit,145.1,-37.7
4634,authorized,POS,34225.83,06-09-2018,09:31:24,M,21,40.87,debit,146.9,-36.07
4635,authorized,POS,12088.28,06-09-2018,09:35:39,M,23,11.22,debit,151.2,-33.76
4636,authorized,POS,8367.72,06-09-2018,09:39:54,F,40,11.95,debit,138.5,-34.96
4637,authorized,POS,4941.24,06-09-2018,09:44:10,F,47,29.19,debit,115.7,-32.28
4638,authorized,SALES-POS,3709.11,06-09-2018,09:48:25,F,25,13.57,debit,115.7,-31.72
4639,authorized,POS,10546.29,06-09-2018,09:52:40,M,43,27.85,debit,145.1,-37.84
4640,authorized,POS,4774.63,06-09-2018,09:56:56,M,26,30.55,debit,115.7,-31.9
4641,authorized,SALES-POS,3259.88,06-09-2018,10:04:49,F,21,13.46,debit,130.8,-12.45
4642,authorized,POS,8275.78,06-09-2018,10:22:04,F,40,91.94,debit,138.5,-34.96
4643,authorized,SALES-POS,3323.09,06-09-2018,10:39:18,F,25,386.02,debit,115.7,-31.72
4644,authorized,SALES-POS,3552.23,06-09-2018,10:56:33,F,40,10.5,debit,153.1,-27.66
4645,posted,PAYMENT,2836.39,06-09-2018,11:00:00,M,24,41,debit,145,-37.83
4646,posted,PAY/SALARY,4406.95,06-09-2018,11:00:00,F,41,2101.51,credit,144.9,-37.79
4647,posted,PAY/SALARY,6759.8,06-09-2018,11:00:00,F,26,920.71,credit,149,-34.97
4648,posted,INTER BANK,3748.87,06-09-2018,11:00:00,M,20,24,debit,151.2,-33.87
4649,posted,PAY/SALARY,10642.9,06-09-2018,11:00:00,F,19,3676.94,credit,144.6,-37.91
4650,posted,PAYMENT,4895.24,06-09-2018,11:00:00,F,47,46,debit,115.7,-32.28
4651,authorized,SALES-POS,8566.38,06-09-2018,11:06:53,M,35,15.71,debit,151.6,-32.98
4652,authorized,SALES-POS,20487.75,06-09-2018,11:15:31,F,34,29.31,debit,138.5,-35.01
4653,authorized,POS,10000.58,06-09-2018,11:24:08,M,38,51.85,debit,143.8,-37.66
4654,authorized,POS,10523.09,06-09-2018,11:32:45,M,43,23.2,debit,145.1,-37.84
4655,authorized,SALES-POS,10164.14,06-09-2018,11:41:22,M,35,6.4,debit,153,-27.66
4656,authorized,SALES-POS,3005.57,06-09-2018,11:49:59,M,30,86.49,debit,153,-27.61
4657,authorized,POS,2997.73,06-09-2018,11:58:37,M,30,7.84,debit,153,-27.61
4658,posted,PAYMENT,11987.28,06-09-2018,12:00:00,M,23,101,debit,151.2,-33.76
4659,posted,PAY/SALARY,53918.22,06-09-2018,12:00:00,M,78,782.42,credit,145,-37.82
4660,posted,PAY/SALARY,7878.7,06-09-2018,12:00:00,M,44,2887.34,credit,144.7,-37.73
4661,posted,PHONE BANK,196607.18,06-09-2018,12:00:00,F,40,41,debit,143.8,-37.66
4662,posted,PAYMENT,4621.4,06-09-2018,12:00:00,M,21,35,debit,147,-37.97
4663,authorized,POS,4862.62,06-09-2018,12:15:16,F,47,32.62,debit,115.7,-32.28
4664,authorized,SALES-POS,196648.18,06-09-2018,12:33:27,F,40,29.94,debit,143.8,-37.66
4665,authorized,POS,2040.22,06-09-2018,12:51:38,F,26,23.81,debit,153.4,-27.95
4666,posted,PAYMENT,5212.91,06-09-2018,13:00:00,M,20,15,debit,145.2,-37.86
4667,posted,PAY/SALARY,4469.65,06-09-2018,13:00:00,M,42,1681.58,credit,150.9,-33.78
4668,authorized,POS,7461.54,06-09-2018,13:10:11,F,25,145.53,debit,150.5,-23.4
4669,authorized,SALES-POS,3538.87,06-09-2018,13:29:03,F,40,13.36,debit,153.1,-27.66
4670,authorized,POS,2789.11,06-09-2018,13:47:55,M,37,12.12,debit,153.3,-27.93
4671,posted,PAYMENT,10137.65,06-09-2018,14:00:00,M,39,60,debit,145.1,-37.84
4672,posted,PAY/SALARY,6069.17,06-09-2018,14:00:00,M,20,2320.3,credit,151.2,-33.87
4673,posted,PAY/SALARY,5332.13,06-09-2018,14:00:00,M,22,1928.97,credit,151,-33.93
4674,authorized,SALES-POS,3517.14,06-09-2018,14:03:23,F,40,21.73,debit,153.1,-27.66
4675,authorized,POS,7472.66,06-09-2018,14:12:49,F,34,18.61,debit,130.9,-12.37
4676,authorized,POS,7184.89,06-09-2018,14:22:15,M,22,22.66,debit,151.1,-33.8
4677,authorized,SALES-POS,3403.16,06-09-2018,14:31:41,M,22,12.56,debit,151,-33.93
4678,authorized,SALES-POS,2836.86,06-09-2018,14:41:07,F,18,9.32,debit,150.7,-33.64
4679,authorized,POS,11976.41,06-09-2018,14:50:33,M,23,10.87,debit,151.2,-33.76
4680,authorized,SALES-POS,2022.51,06-09-2018,14:59:59,F,26,17.71,debit,153.4,-27.95
4681,posted,PAY/SALARY,4725.52,06-09-2018,15:00:00,M,44,596.33,credit,145.1,-37.9
4682,posted,PAYMENT,3484.14,06-09-2018,15:00:00,F,40,33,debit,153.1,-27.66
4683,posted,PAYMENT,3141.65,06-09-2018,15:00:00,F,25,160,debit,115.7,-31.72
4684,authorized,POS,3301.65,06-09-2018,15:06:34,F,25,21.44,debit,115.7,-31.72
4685,authorized,POS,11947.88,06-09-2018,15:13:09,M,23,28.53,debit,151.2,-33.76
4686,authorized,SALES-POS,7937.75,06-09-2018,15:19:44,M,26,22.33,debit,144.8,-37.69
4687,authorized,POS,2014.61,06-09-2018,15:26:18,F,26,7.9,debit,153.4,-27.95
4688,authorized,SALES-POS,16.67,06-09-2018,15:32:53,M,25,20.85,debit,145.7,-17.03
4689,authorized,SALES-POS,1990.94,06-09-2018,15:39:28,F,26,23.67,debit,153.4,-27.95
4690,authorized,POS,4833.1,06-09-2018,15:46:03,F,47,29.52,debit,115.7,-32.28
4691,authorized,SALES-POS,2240.31,06-09-2018,15:52:37,F,64,17.35,debit,147.3,-42.88
4692,authorized,SALES-POS,28015.12,06-09-2018,15:59:12,F,50,46.35,debit,144.9,-37.69
4693,posted,PAY/SALARY,5064.59,06-09-2018,16:00:00,M,37,916.75,credit,149.1,-21.15
4694,authorized,POS,2989.12,06-09-2018,16:14:39,M,30,8.61,debit,153,-27.61
4695,authorized,POS,7429.76,06-09-2018,16:31:19,F,25,31.78,debit,150.5,-23.4
4696,authorized,SALES-POS,3150.43,06-09-2018,16:47:59,F,26,53.37,debit,151.2,-33.85
4697,posted,PAYMENT,7863.7,06-09-2018,17:00:00,M,44,15,debit,144.7,-37.73
4698,posted,PAY/SALARY,11970.46,06-09-2018,17:00:00,M,20,3026.95,credit,138.5,-35.27
4699,posted,PAYMENT,35970.93,06-09-2018,17:00:00,M,28,128,debit,151.1,-33.89
4700,posted,PAYMENT,4981.31,06-09-2018,17:00:00,M,27,29,debit,144.7,-37.58
4701,posted,PAY/SALARY,3132.9,06-09-2018,17:00:00,F,18,1537.68,credit,153,-27.48
4702,posted,PAY/SALARY,7997.88,06-09-2018,17:00:00,M,25,2687.85,credit,115.7,-31.94
4703,posted,PAYMENT,7401.24,06-09-2018,17:00:00,F,34,37,debit,130.9,-12.37
4704,posted,PAY/SALARY,3997.71,06-09-2018,17:00:00,F,35,725.32,credit,150.6,-33.76
4705,authorized,POS,11932.93,06-09-2018,17:03:13,M,23,14.95,debit,151.2,-33.76
4706,authorized,POS,2817.67,06-09-2018,17:14:42,M,24,18.72,debit,145,-37.83
4707,authorized,POS,2780.72,06-09-2018,17:26:12,M,37,8.39,debit,153.3,-27.93
4708,authorized,SALES-POS,7438.24,06-09-2018,17:37:42,F,34,34.42,debit,130.9,-12.37
4709,authorized,POS,8539.67,06-09-2018,17:49:11,M,35,26.71,debit,151.6,-32.98
4710,posted,PAYMENT,11891.93,06-09-2018,18:00:00,M,23,41,debit,151.2,-33.76
4711,posted,PAYMENT,4301.77,06-09-2018,18:00:00,M,38,49,debit,138.6,-34.86
4712,posted,PAYMENT,196586.18,06-09-2018,18:00:00,F,40,21,debit,143.8,-37.66
4713,authorized,POS,4178.87,06-09-2018,18:01:25,F,41,228.08,debit,144.9,-37.79
4714,authorized,POS,1827.78,06-09-2018,18:25:14,F,64,412.53,debit,147.3,-42.88
4715,authorized,POS,6375.36,06-09-2018,18:49:02,F,39,12.64,debit,151,-33.8
4716,posted,PAYMENT,70.84,06-09-2018,19:00:00,M,38,50,debit,151.2,-33.94
4717,posted,PAYMENT,261923.86,06-09-2018,19:00:00,M,46,50,debit,144.9,-37.9
4718,authorized,POS,4798.7,06-09-2018,19:05:27,F,47,34.4,debit,115.7,-32.28
4719,authorized,SALES-POS,2770.34,06-09-2018,19:25:39,M,37,10.38,debit,153.3,-27.93
4720,authorized,POS,15213.96,06-09-2018,19:35:45,M,24,28.26,debit,152.9,-27.49
4721,authorized,SALES-POS,8468.99,06-09-2018,19:45:51,M,21,2885.85,debit,115.8,-31.82
4722,authorized,POS,17559.8,06-09-2018,19:55:57,F,46,40.38,debit,151,-33.91
4723,posted,PAYMENT,7822.7,06-09-2018,20:00:00,M,44,41,debit,144.7,-37.73
4724,authorized,POS,4819.26,06-09-2018,20:10:31,M,31,13.26,debit,151.1,-33.99
4725,authorized,POS,4949.27,06-09-2018,20:28:04,M,27,32.04,debit,144.7,-37.58
4726,authorized,POS,4781.23,06-09-2018,20:45:36,F,47,17.47,debit,115.7,-32.28
4727,posted,PHONE BANK,11509.81,06-09-2018,21:00:00,M,28,58,debit,147.6,-22.84
4728,authorized,SALES-POS,12228.24,06-09-2018,21:02:10,F,35,23.86,debit,144.9,-37.84
4729,authorized,SALES-POS,5322.93,06-09-2018,21:14:13,M,22,9.2,debit,151,-33.93
4730,authorized,SALES-POS,4.34,06-09-2018,21:26:15,M,25,12.33,debit,145.7,-17.03
4731,authorized,POS,15210.08,06-09-2018,21:38:18,M,24,3.88,debit,152.9,-27.49
4732,authorized,POS,3123.19,06-09-2018,21:50:21,F,18,9.71,debit,153,-27.48
4733,posted,PAYMENT,7397.76,06-09-2018,22:00:00,F,25,32,debit,150.5,-23.4
4734,posted,PAYMENT,8503.67,06-09-2018,22:00:00,M,35,36,debit,151.6,-32.98
4735,posted,PAYMENT,3530.66,06-09-2018,22:00:00,F,35,1345,debit,138.6,-34.84
4736,posted,PAYMENT,35998.59,06-09-2018,22:00:00,M,38,134,debit,151.2,-33.9
4737,posted,PAYMENT,3117.43,06-09-2018,22:00:00,F,26,33,debit,151.2,-33.85
4738,authorized,POS,1981.97,06-09-2018,22:23:04,F,26,8.97,debit,153.4,-27.95
4739,authorized,SALES-POS,2825.41,06-09-2018,22:42:18,F,18,11.45,debit,150.7,-33.64
4740,posted,PAYMENT,6323.36,06-09-2018,23:00:00,F,39,52,debit,151,-33.8
4741,posted,INTER BANK,60187.95,06-09-2018,23:00:00,M,33,59,debit,145.1,-37.7
4742,authorized,POS,11880.15,06-09-2018,23:01:54,M,23,11.78,debit,151.2,-33.76
4743,authorized,SALES-POS,11963.95,06-09-2018,23:25:42,M,20,6.51,debit,138.5,-35.27
4744,authorized,POS,12195.12,06-09-2018,23:49:31,F,35,33.12,debit,144.9,-37.84
4745,authorized,SALES-POS,9965.83,07-09-2018,00:32:56,M,38,34.75,debit,143.8,-37.66
4746,authorized,SALES-POS,7918.64,07-09-2018,01:17:25,M,26,19.11,debit,144.8,-37.69
4747,authorized,POS,2984.83,07-09-2018,01:49:40,M,30,4.29,debit,153,-27.61
4748,posted,PHONE BANK,2850.83,07-09-2018,02:00:00,M,30,134,debit,153,-27.61
4749,authorized,SALES-POS,2794.78,07-09-2018,02:32:22,M,24,22.89,debit,145,-37.83
4750,posted,PAYMENT,4242.77,07-09-2018,03:00:00,M,38,59,debit,138.6,-34.86
4751,posted,PAYMENT,15167.08,07-09-2018,03:00:00,M,24,43,debit,152.9,-27.49
4752,posted,PAYMENT,10500.09,07-09-2018,04:00:00,M,43,23,debit,145.1,-37.84
4753,posted,PAYMENT,8975.12,07-09-2018,04:00:00,F,19,40,debit,150.8,-34.01
4754,authorized,SALES-POS,15156.39,07-09-2018,04:04:17,M,24,10.69,debit,152.9,-27.49
4755,authorized,POS,12183.52,07-09-2018,04:22:08,F,35,11.6,debit,144.9,-37.84
4756,authorized,SALES-POS,7167.74,07-09-2018,04:39:59,M,22,17.15,debit,151.1,-33.8
4757,authorized,POS,3473.89,07-09-2018,04:57:51,F,40,10.25,debit,153.1,-27.66
4758,posted,PAYMENT,35905.93,07-09-2018,05:00:00,M,28,65,debit,151.1,-33.89
4759,posted,PAYMENT,7969.88,07-09-2018,06:00:00,M,25,28,debit,115.7,-31.94
4760,posted,PAYMENT,3371.94,07-09-2018,06:00:00,F,21,28,debit,114.6,-28.8
4761,authorized,SALES-POS,3100.82,07-09-2018,06:13:59,F,26,16.61,debit,151.2,-33.85
4762,posted,PAYMENT,10483.09,07-09-2018,07:00:00,M,43,17,debit,145.1,-37.84
4763,authorized,SALES-POS,4614.96,07-09-2018,07:02:29,M,22,89.31,debit,255,-573
4764,authorized,POS,60162.25,07-09-2018,07:33:44,M,33,25.7,debit,145.1,-37.7
4765,authorized,POS,2834.47,07-09-2018,08:01:39,F,24,6.83,debit,145.4,-37.74
4766,authorized,SALES-POS,60151.02,07-09-2018,08:12:04,M,33,11.23,debit,145.1,-37.7
4767,authorized,SALES-POS,3465.85,07-09-2018,08:22:29,F,40,8.04,debit,153.1,-27.66
4768,authorized,SALES-POS,3245.16,07-09-2018,08:32:54,F,21,14.72,debit,130.8,-12.45
4769,authorized,SALES-POS,6286.77,07-09-2018,08:43:19,F,39,36.59,debit,151,-33.8
4770,authorized,POS,2805.39,07-09-2018,08:53:44,F,18,20.02,debit,150.7,-33.64
4771,posted,PAYMENT,8775.12,07-09-2018,09:00:00,F,19,200,debit,150.8,-34.01
4772,authorized,POS,196554.17,07-09-2018,09:02:23,F,40,32.01,debit,143.8,-37.66
4773,authorized,SALES-POS,60103.41,07-09-2018,09:08:22,M,33,47.61,debit,145.1,-37.7
4774,authorized,POS,5311.59,07-09-2018,09:14:22,M,22,11.34,debit,151,-33.93
4775,authorized,SALES-POS,5297.71,07-09-2018,09:20:21,M,22,13.88,debit,151,-33.93
4776,authorized,SALES-POS,2764.52,07-09-2018,09:26:20,M,37,5.82,debit,153.3,-27.93
4777,authorized,SALES-POS,60075.15,07-09-2018,09:32:20,M,33,28.26,debit,145.1,-37.7
4778,authorized,POS,20441.11,07-09-2018,09:38:19,F,34,46.64,debit,138.5,-35.01
4779,authorized,SALES-POS,7087.55,07-09-2018,09:44:18,M,22,80.19,debit,151.1,-33.8
4780,authorized,SALES-POS,11486.46,07-09-2018,09:50:17,M,28,23.35,debit,147.6,-22.84
4781,authorized,SALES-POS,3457.36,07-09-2018,09:56:17,F,40,8.49,debit,153.1,-27.66
4782,posted,PAYMENT,60025.15,07-09-2018,10:00:00,M,33,50,debit,145.1,-37.7
4783,authorized,POS,15147.17,07-09-2018,10:06:26,M,24,9.22,debit,152.9,-27.49
4784,authorized,POS,196527.04,07-09-2018,10:40:20,F,40,27.13,debit,143.8,-37.66
4785,authorized,SALES-POS,5110.89,07-09-2018,10:57:17,F,27,28.05,debit,116,-32
4786,posted,INTER BANK,5161.9,07-09-2018,11:00:00,F,21,66,debit,145,-37.95
4787,posted,PAYMENT,4145.87,07-09-2018,11:00:00,F,41,33,debit,144.9,-37.79
4788,posted,INTER BANK,2871.3,07-09-2018,11:00:00,F,43,18,debit,142.7,-37.06
4789,posted,PAY/SALARY,37879.54,07-09-2018,11:00:00,M,38,1880.95,credit,151.2,-33.9
4790,authorized,POS,3112.08,07-09-2018,11:05:57,F,25,29.57,debit,115.7,-31.72
4791,authorized,SALES-POS,8255.33,07-09-2018,11:13:02,F,40,20.45,debit,138.5,-34.96
4792,authorized,POS,11450.8,07-09-2018,11:20:08,M,28,35.66,debit,147.6,-22.84
4793,authorized,SALES-POS,196511.95,07-09-2018,11:27:14,F,40,15.09,debit,143.8,-37.66
4794,authorized,SALES-POS,6263.02,07-09-2018,11:34:19,F,39,23.75,debit,151,-33.8
4795,authorized,POS,3228.11,07-09-2018,11:41:25,F,21,17.05,debit,130.8,-12.45
4796,authorized,POS,7376.82,07-09-2018,11:48:30,F,25,20.94,debit,150.5,-23.4
4797,authorized,SALES-POS,2737.43,07-09-2018,11:55:36,M,37,27.09,debit,153.3,-27.93
4798,posted,PAYMENT,20425.11,07-09-2018,12:00:00,F,34,16,debit,138.5,-35.01
4799,posted,PAY/SALARY,5127.85,07-09-2018,12:00:00,F,20,1138.79,credit,115.7,-31.79
4800,posted,PAY/SALARY,3654.88,07-09-2018,12:00:00,M,37,917.45,credit,153.3,-27.93
4801,authorized,SALES-POS,64.13,07-09-2018,12:06:33,M,38,6.71,debit,151.2,-33.94
4802,authorized,SALES-POS,15138.16,07-09-2018,12:23:47,M,24,9.01,debit,152.9,-27.49
4803,authorized,SALES-POS,8487.94,07-09-2018,12:41:02,M,35,15.73,debit,151.6,-32.98
4804,authorized,POS,5273.28,07-09-2018,12:58:16,M,22,24.43,debit,151,-33.93
4805,posted,PAY/SALARY,2403.78,07-09-2018,13:00:00,F,64,576,credit,147.3,-42.88
4806,posted,PAY/SALARY,4337.41,07-09-2018,13:00:00,F,25,1225.33,credit,115.7,-31.72
4807,posted,PAY/SALARY,10201.9,07-09-2018,13:00:00,F,40,1946.57,credit,138.5,-34.96
4808,posted,PAYMENT,3199.11,07-09-2018,13:00:00,F,21,29,debit,130.8,-12.45
4809,authorized,SALES-POS,196477.89,07-09-2018,13:16:21,F,40,34.06,debit,143.8,-37.66
4810,authorized,POS,4770.7,07-09-2018,13:34:32,F,47,10.53,debit,115.7,-32.28
4811,authorized,SALES-POS,49.41,07-09-2018,13:52:43,M,38,14.72,debit,151.2,-33.94
4812,posted,PAYMENT,17537.8,07-09-2018,14:00:00,F,46,22,debit,151,-33.91
4813,posted,PAYMENT,61762.22,07-09-2018,14:00:00,M,40,40,debit,115.8,-31.9
4814,posted,PAY/SALARY,4757.68,07-09-2018,14:00:00,F,18,1952.29,credit,150.7,-33.64
4815,authorized,SALES-POS,7188.75,07-09-2018,14:05:10,M,19,12.99,debit,115.9,-32.07
4816,authorized,POS,10529.43,07-09-2018,14:13:47,M,18,6.77,debit,153.4,-28.01
4817,authorized,SALES-POS,15133.79,07-09-2018,14:22:24,M,24,4.37,debit,152.9,-27.49
4818,authorized,POS,5259.04,07-09-2018,14:31:02,M,22,14.24,debit,151,-33.93
4819,authorized,POS,3651.13,07-09-2018,14:39:39,M,37,3.75,debit,153.3,-27.93
4820,authorized,POS,4587.83,07-09-2018,14:48:16,M,22,27.13,debit,255,-573
4821,posted,PAY/SALARY,13615.34,07-09-2018,15:00:00,M,38,3649.51,credit,143.8,-37.66
4822,posted,PAY/SALARY,10796.61,07-09-2018,15:00:00,M,35,2308.67,credit,151.6,-32.98
4823,posted,PAY/SALARY,21158.28,07-09-2018,15:00:00,M,24,6024.49,credit,152.9,-27.49
4824,authorized,POS,54898.99,07-09-2018,15:05:22,M,19,39.58,debit,115.9,-31.92
4825,authorized,POS,6230.18,07-09-2018,15:13:46,F,39,32.84,debit,151,-33.8
4826,authorized,POS,3389.21,07-09-2018,15:22:11,F,40,68.15,debit,153.1,-27.66
4827,authorized,POS,7175.42,07-09-2018,15:30:35,M,19,13.33,debit,115.9,-32.07
4828,authorized,POS,4536.03,07-09-2018,15:38:59,M,22,51.8,debit,255,-573
4829,authorized,POS,1973.26,07-09-2018,15:47:23,F,26,8.71,debit,153.4,-27.95
4830,authorized,SALES-POS,2769.54,07-09-2018,15:55:47,M,24,25.24,debit,145,-37.83
4831,posted,PAY/SALARY,5896.44,07-09-2018,16:00:00,M,28,1916.51,credit,144.9,-37.42
4832,posted,PAYMENT,9067.52,07-09-2018,16:00:00,M,40,41,debit,151.2,-33.96
4833,posted,PAY/SALARY,35786.03,07-09-2018,16:00:00,M,21,1560.2,credit,146.9,-36.07
4834,posted,PAYMENT,35862.93,07-09-2018,16:00:00,M,28,43,debit,151.1,-33.89
4835,posted,PAYMENT,3509.65,07-09-2018,16:00:00,F,24,27,debit,116,-31.88
4836,authorized,SALES-POS,3287.54,07-09-2018,16:08:03,F,40,101.67,debit,153.1,-27.66
4837,authorized,POS,6026.28,07-09-2018,16:24:11,M,20,42.89,debit,151.2,-33.87
4838,authorized,POS,11403.44,07-09-2018,16:40:19,M,28,47.36,debit,147.6,-22.84
4839,authorized,POS,21143.17,07-09-2018,16:56:27,M,24,15.11,debit,152.9,-27.49
4840,posted,PAYMENT,4810.4,07-09-2018,17:00:00,F,30,154,debit,145,-37.85
4841,posted,PAY/SALARY,20008.25,07-09-2018,17:00:00,F,46,2470.45,credit,151,-33.91
4842,posted,PAY/SALARY,264103.82,07-09-2018,17:00:00,M,46,2179.96,credit,144.9,-37.9
4843,posted,PAY/SALARY,12708.9,07-09-2018,17:00:00,M,35,2544.76,credit,153,-27.66
4844,authorized,SALES-POS,3250.08,07-09-2018,17:08:23,F,40,37.46,debit,153.1,-27.66
4845,authorized,SALES-POS,7267.29,07-09-2018,17:29:53,F,34,133.95,debit,130.9,-12.37
4846,authorized,SALES-POS,32.84,07-09-2018,17:40:38,M,38,16.57,debit,151.2,-33.94
4847,authorized,POS,196429,07-09-2018,17:51:23,F,40,48.89,debit,143.8,-37.66
4848,posted,INTER BANK,5128.9,07-09-2018,18:00:00,F,21,33,debit,145,-37.95
4849,posted,PAYMENT,2716.54,07-09-2018,18:00:00,M,24,53,debit,145,-37.83
4850,posted,PAYMENT,20900.98,07-09-2018,18:00:00,F,38,66,debit,144.8,-37.81
4851,authorized,POS,3233.01,07-09-2018,18:04:20,F,40,17.07,debit,153.1,-27.66
4852,authorized,POS,1955.47,07-09-2018,18:26:05,F,26,17.79,debit,153.4,-27.95
4853,authorized,POS,7235.72,07-09-2018,18:47:49,F,34,31.57,debit,130.9,-12.37
4854,posted,PAYMENT,20362.11,07-09-2018,19:00:00,F,34,63,debit,138.5,-35.01
4855,posted,INTER BANK,5072.85,07-09-2018,19:00:00,F,20,55,debit,115.7,-31.79
4856,posted,PAYMENT,11128.81,07-09-2018,19:00:00,M,19,40,debit,146.9,-36.04
4857,posted,PAYMENT,3485.66,07-09-2018,19:00:00,F,35,45,debit,138.6,-34.84
4858,authorized,POS,54879.55,07-09-2018,19:04:11,M,19,19.44,debit,115.9,-31.92
4859,authorized,SALES-POS,2040.02,07-09-2018,19:13:42,F,26,1060.8,debit,151.2,-33.85
4860,authorized,SALES-POS,3226.46,07-09-2018,19:23:14,F,40,6.55,debit,153.1,-27.66
4861,authorized,POS,10520.5,07-09-2018,19:32:45,M,18,8.93,debit,153.4,-28.01
4862,authorized,SALES-POS,3185.71,07-09-2018,19:42:17,F,21,13.4,debit,130.8,-12.45
4863,authorized,POS,4329.08,07-09-2018,19:51:48,F,25,8.33,debit,115.7,-31.72
4864,posted,PAYMENT,10493.5,07-09-2018,20:00:00,M,18,27,debit,153.4,-28.01
4865,authorized,SALES-POS,3986.73,07-09-2018,20:01:13,F,35,10.98,debit,150.6,-33.76
4866,authorized,SALES-POS,4924.08,07-09-2018,20:09:54,M,27,25.19,debit,144.7,-37.58
4867,authorized,SALES-POS,1942.16,07-09-2018,20:18:36,F,26,13.31,debit,153.4,-27.95
4868,authorized,SALES-POS,5429.28,07-09-2018,20:27:18,M,69,30.29,debit,144.9,-37.76
4869,authorized,POS,1938.84,07-09-2018,20:35:59,F,26,3.32,debit,153.4,-27.95
4870,authorized,SALES-POS,4735.83,07-09-2018,20:44:41,F,47,34.87,debit,115.7,-32.28
4871,authorized,POS,1933.26,07-09-2018,20:53:23,F,26,5.58,debit,153.4,-27.95
4872,posted,PAYMENT,5003.85,07-09-2018,21:00:00,F,20,69,debit,115.7,-31.79
4873,posted,PAYMENT,53880.22,07-09-2018,21:00:00,M,78,38,debit,145,-37.82
4874,posted,PAYMENT,4790.26,07-09-2018,21:00:00,M,31,29,debit,151.1,-33.99
4875,posted,PAYMENT,11078.81,07-09-2018,21:00:00,M,19,50,debit,146.9,-36.04
4876,posted,PHONE BANK,6929.55,07-09-2018,21:00:00,M,22,158,debit,151.1,-33.8
4877,posted,PAYMENT,2827.83,07-09-2018,21:00:00,M,30,23,debit,153,-27.61
4878,authorized,POS,1922.68,07-09-2018,21:01:29,F,26,10.58,debit,153.4,-27.95
4879,authorized,POS,2706,07-09-2018,21:07:44,M,24,10.54,debit,145,-37.83
4880,authorized,POS,10119.49,07-09-2018,21:13:59,M,39,18.16,debit,145.1,-37.84
4881,authorized,POS,19981.8,07-09-2018,21:20:14,F,46,26.45,debit,151,-33.91
4882,authorized,POS,7913.55,07-09-2018,21:26:29,M,26,5.09,debit,144.8,-37.69
4883,authorized,SALES-POS,8460.91,07-09-2018,21:32:44,M,21,8.08,debit,115.8,-31.82
4884,authorized,SALES-POS,10101.29,07-09-2018,21:38:59,M,39,18.2,debit,145.1,-37.84
4885,authorized,SALES-POS,10927.92,07-09-2018,21:45:14,M,28,475.52,debit,147.6,-22.84
4886,authorized,SALES-POS,4737.91,07-09-2018,21:51:29,F,18,19.77,debit,150.7,-33.64
4887,posted,PAYMENT,35651.03,07-09-2018,22:00:00,M,21,135,debit,146.9,-36.07
4888,authorized,SALES-POS,10076.98,07-09-2018,22:08:12,F,40,124.92,debit,138.5,-34.96
4889,authorized,SALES-POS,2820.9,07-09-2018,22:21:01,F,24,13.57,debit,145.4,-37.74
4890,authorized,SALES-POS,3182.85,07-09-2018,22:33:50,F,40,43.61,debit,153.1,-27.66
4891,authorized,POS,1916.56,07-09-2018,22:46:39,F,26,6.12,debit,153.4,-27.95
4892,posted,PAYMENT,2665,07-09-2018,23:00:00,M,24,41,debit,145,-37.83
4893,authorized,POS,21125.75,07-09-2018,23:14:32,M,24,17.42,debit,152.9,-27.49
4894,authorized,SALES-POS,20891.74,07-09-2018,23:29:41,F,38,9.24,debit,144.8,-37.81
4895,authorized,POS,54868.72,07-09-2018,23:44:50,M,19,10.83,debit,115.9,-31.92
